model,src,tgt,top1,mrr
BAAI/bge-m3,croatian,french,0.903,0.9338456064088237
BAAI/bge-m3,croatian,german,0.946,0.9629420710520251
BAAI/bge-m3,croatian,gujarati,0.911,0.9402665243105848
BAAI/bge-m3,croatian,hausa,0.814,0.854741450909019
BAAI/bge-m3,croatian,indonesian,0.955,0.9711918960176855
BAAI/bge-m3,croatian,japanese,0.922,0.9484521019602586
BAAI/bge-m3,croatian,kannada,0.937,0.9576353860503661
BAAI/bge-m3,croatian,khmer,0.904,0.9367470407771925
BAAI/bge-m3,croatian,kurdish,0.343,0.44180348323389823
BAAI/bge-m3,croatian,kyrgyz,0.913,0.9422859436006218
BAAI/bge-m3,croatian,lingala,0.697,0.7582496828435171
BAAI/bge-m3,croatian,lithuanian,0.934,0.9576385874271081
BAAI/bge-m3,croatian,macedonian,0.974,0.9827437001594896
BAAI/bge-m3,croatian,malayalam,0.942,0.9603767332784333
BAAI/bge-m3,croatian,moore,0.053,0.0940980498863301
BAAI/bge-m3,croatian,oromo,0.638,0.7126595158185064
BAAI/bge-m3,croatian,pashto,0.883,0.91374639990459
BAAI/bge-m3,croatian,persian,0.952,0.9699225296725297
BAAI/bge-m3,croatian,portuguese,0.932,0.9526898930220884
BAAI/bge-m3,croatian,romanian,0.949,0.9649740288347661
BAAI/bge-m3,croatian,serbian,0.985,0.9911500000000001
BAAI/bge-m3,croatian,spanish,0.931,0.9561046835917483
BAAI/bge-m3,croatian,tagalog,0.866,0.9084081198330237
BAAI/bge-m3,croatian,tajik,0.788,0.8464345615565785
BAAI/bge-m3,croatian,tamil,0.941,0.9621333992201069
BAAI/bge-m3,croatian,turkish,0.943,0.9626199967040091
BAAI/bge-m3,croatian,urdu,0.938,0.958136054686449
BAAI/bge-m3,croatian,uyghur,0.884,0.9156241577283992
BAAI/bge-m3,croatian,uzbek,0.883,0.9160149504180636
BAAI/bge-m3,croatian,vietnamese,0.926,0.9528039186292654
BAAI/bge-m3,croatian,yoruba,0.434,0.5328008585854993
BAAI/bge-m3,dutch,albanian,0.942,0.9633269225019225
BAAI/bge-m3,dutch,asante,0.348,0.43767451640177557
BAAI/bge-m3,dutch,assamese,0.9,0.928338517253786
BAAI/bge-m3,dutch,azeri,0.946,0.9649164131914751
BAAI/bge-m3,dutch,bosnian-mihanovich,0.948,0.9639340588005705
BAAI/bge-m3,dutch,bosnian-rwwad,0.947,0.9630793666528302
BAAI/bge-m3,dutch,chinese,0.878,0.9113657472955208
BAAI/bge-m3,dutch,croatian,0.948,0.9634190439459825
BAAI/bge-m3,dutch,english,0.962,0.9746766612355857
BAAI/bge-m3,dutch,french,0.894,0.9273682789091923
BAAI/bge-m3,dutch,german,0.95,0.9650310359689239
BAAI/bge-m3,dutch,gujarati,0.898,0.9305329196787304
BAAI/bge-m3,dutch,hausa,0.799,0.8449986784174782
BAAI/bge-m3,dutch,indonesian,0.956,0.9731924654575147
BAAI/bge-m3,dutch,japanese,0.92,0.949212941420886
BAAI/bge-m3,dutch,kannada,0.93,0.9542367683915671
BAAI/bge-m3,dutch,khmer,0.921,0.9483670268755076
BAAI/bge-m3,dutch,kurdish,0.33,0.4276769817345122
BAAI/bge-m3,dutch,kyrgyz,0.898,0.931944121698667
BAAI/bge-m3,dutch,lingala,0.636,0.7128009520460179
BAAI/bge-m3,dutch,lithuanian,0.948,0.9633476821184588
BAAI/bge-m3,dutch,macedonian,0.932,0.9542508143483321
BAAI/bge-m3,dutch,malayalam,0.946,0.9642844419469421
BAAI/bge-m3,dutch,moore,0.052,0.09125881751527438
BAAI/bge-m3,dutch,oromo,0.585,0.668448379989466
BAAI/bge-m3,dutch,pashto,0.871,0.9049531539785121
BAAI/bge-m3,dutch,persian,0.949,0.968647105430801
BAAI/bge-m3,dutch,portuguese,0.945,0.9626971004554603
BAAI/bge-m3,dutch,romanian,0.95,0.966469561271655
BAAI/bge-m3,dutch,serbian,0.947,0.9656342861769134
BAAI/bge-m3,dutch,spanish,0.943,0.9611284665542029
BAAI/bge-m3,dutch,tagalog,0.861,0.8972304520787444
BAAI/bge-m3,dutch,tajik,0.781,0.8372667807205918
BAAI/bge-m3,dutch,tamil,0.945,0.9643174658674659
BAAI/bge-m3,dutch,turkish,0.939,0.9600937148962149
BAAI/bge-m3,dutch,urdu,0.932,0.9533628521079961
BAAI/bge-m3,dutch,uyghur,0.88,0.91300694646324
BAAI/bge-m3,dutch,uzbek,0.856,0.8954072640139937
BAAI/bge-m3,dutch,vietnamese,0.944,0.9634221881060117
BAAI/bge-m3,dutch,yoruba,0.423,0.5201831497163012
BAAI/bge-m3,english,albanian,0.963,0.9767490362235043
BAAI/bge-m3,english,asante,0.374,0.46583845495180176
BAAI/bge-m3,english,assamese,0.931,0.9542342811662573
BAAI/bge-m3,english,azeri,0.951,0.9684922965411262
BAAI/bge-m3,english,bosnian-mihanovich,0.958,0.9746267862833747
BAAI/bge-m3,english,bosnian-rwwad,0.965,0.977862556612483
BAAI/bge-m3,english,chinese,0.907,0.9366824528266261
BAAI/bge-m3,english,croatian,0.966,0.9778649566895031
BAAI/bge-m3,english,dutch,0.957,0.9736007043680956
BAAI/bge-m3,english,french,0.925,0.9486230983728943
BAAI/bge-m3,english,german,0.96,0.9724976978079805
BAAI/bge-m3,english,gujarati,0.922,0.950392831679801
BAAI/bge-m3,english,hausa,0.815,0.8600858205835636
BAAI/bge-m3,english,indonesian,0.973,0.9835031135531135
BAAI/bge-m3,english,japanese,0.935,0.9596951192082772
BAAI/bge-m3,english,kannada,0.953,0.9707682931611007
BAAI/bge-m3,english,khmer,0.935,0.9578604095365536
BAAI/bge-m3,english,kurdish,0.363,0.45965251472646435
BAAI/bge-m3,english,kyrgyz,0.92,0.9475394161330285
BAAI/bge-m3,english,lingala,0.664,0.7436069107923574
BAAI/bge-m3,english,lithuanian,0.953,0.9688994735950337
BAAI/bge-m3,english,macedonian,0.951,0.9692678571428571
BAAI/bge-m3,english,malayalam,0.957,0.9729007215007216
BAAI/bge-m3,english,moore,0.063,0.10219162327750154
BAAI/bge-m3,english,oromo,0.636,0.71818697547654
BAAI/bge-m3,english,pashto,0.892,0.9240556780208062
BAAI/bge-m3,english,persian,0.964,0.9787220238095238
BAAI/bge-m3,english,portuguese,0.963,0.9773628466730524
BAAI/bge-m3,english,romanian,0.967,0.9784913382051441
BAAI/bge-m3,english,serbian,0.958,0.9750563852813853
BAAI/bge-m3,english,spanish,0.959,0.9734777064036434
BAAI/bge-m3,english,tagalog,0.899,0.9308905226594728
BAAI/bge-m3,english,tajik,0.805,0.8615827129130448
BAAI/bge-m3,english,tamil,0.952,0.9712214948141418
BAAI/bge-m3,english,turkish,0.949,0.9673120683414526
BAAI/bge-m3,english,urdu,0.95,0.96722808452846
BAAI/bge-m3,english,uyghur,0.895,0.9225174125285462
BAAI/bge-m3,english,uzbek,0.883,0.9159782707875596
BAAI/bge-m3,english,vietnamese,0.949,0.9688896624797171
BAAI/bge-m3,english,yoruba,0.434,0.5374793260384287
BAAI/bge-m3,french,albanian,0.911,0.9377946140901922
BAAI/bge-m3,french,asante,0.275,0.363478635185578
BAAI/bge-m3,french,assamese,0.85,0.8898985161235466
BAAI/bge-m3,french,azeri,0.916,0.9443303301977222
BAAI/bge-m3,french,bosnian-mihanovich,0.897,0.9273056060766068
BAAI/bge-m3,french,bosnian-rwwad,0.897,0.929536994868055
BAAI/bge-m3,french,chinese,0.827,0.8744708622896953
BAAI/bge-m3,french,croatian,0.901,0.93095876483123
BAAI/bge-m3,french,dutch,0.921,0.9458732368876388
BAAI/bge-m3,french,english,0.938,0.9566386153067826
BAAI/bge-m3,french,german,0.903,0.9320634583236929
BAAI/bge-m3,french,gujarati,0.965,0.9769152234233376
BAAI/bge-m3,french,hausa,0.698,0.7660212958821436
BAAI/bge-m3,french,indonesian,0.912,0.94269861912115
BAAI/bge-m3,french,japanese,0.884,0.9198703906488889
BAAI/bge-m3,french,kannada,0.889,0.9204809659940527
BAAI/bge-m3,french,khmer,0.848,0.8932011820320473
BAAI/bge-m3,french,kurdish,0.267,0.36408084851377603
BAAI/bge-m3,french,kyrgyz,0.85,0.8962282222176311
BAAI/bge-m3,french,lingala,0.562,0.6462864878001526
BAAI/bge-m3,french,lithuanian,0.976,0.9824984154163949
BAAI/bge-m3,french,macedonian,0.986,0.9909034090909091
BAAI/bge-m3,french,malayalam,0.896,0.929071408519788
BAAI/bge-m3,french,moore,0.053,0.09153502647022975
BAAI/bge-m3,french,oromo,0.493,0.5779069489019864
BAAI/bge-m3,french,pashto,0.782,0.8370362801823535
BAAI/bge-m3,french,persian,0.92,0.9462931412770401
BAAI/bge-m3,french,portuguese,0.907,0.9333774415397695
BAAI/bge-m3,french,romanian,0.919,0.9438979427490881
BAAI/bge-m3,french,serbian,0.914,0.9384765171436416
BAAI/bge-m3,french,spanish,0.918,0.9438912962141621
BAAI/bge-m3,french,tagalog,0.792,0.8437107518166737
BAAI/bge-m3,french,tajik,0.674,0.7550448826394675
BAAI/bge-m3,french,tamil,0.886,0.9224800248820607
BAAI/bge-m3,french,turkish,0.898,0.9290279735180929
BAAI/bge-m3,french,urdu,0.887,0.9217168368029386
BAAI/bge-m3,french,uyghur,0.93,0.951782727311316
BAAI/bge-m3,french,uzbek,0.801,0.8519781322165838
BAAI/bge-m3,french,vietnamese,0.899,0.9321601571489406
BAAI/bge-m3,french,yoruba,0.341,0.43613358380666056
BAAI/bge-m3,german,albanian,0.944,0.961941753896917
BAAI/bge-m3,german,asante,0.356,0.44439939638559645
BAAI/bge-m3,german,assamese,0.916,0.9430879635185517
BAAI/bge-m3,german,azeri,0.956,0.972171039272355
BAAI/bge-m3,german,bosnian-mihanovich,0.946,0.9642693929550371
BAAI/bge-m3,german,bosnian-rwwad,0.945,0.9630990223953784
BAAI/bge-m3,german,chinese,0.9,0.9323576041131483
BAAI/bge-m3,german,croatian,0.944,0.9622944444318278
BAAI/bge-m3,german,dutch,0.956,0.9717287008742892
BAAI/bge-m3,german,english,0.964,0.9749889637569432
BAAI/bge-m3,german,french,0.904,0.9325898709323406
BAAI/bge-m3,german,gujarati,0.914,0.9433444888473032
BAAI/bge-m3,german,hausa,0.816,0.8613179709628042
BAAI/bge-m3,german,indonesian,0.967,0.9797770202020202
BAAI/bge-m3,german,japanese,0.934,0.9564596804418937
BAAI/bge-m3,german,kannada,0.943,0.9630683904608156
BAAI/bge-m3,german,khmer,0.922,0.9508698331338862
BAAI/bge-m3,german,kurdish,0.361,0.453437103803725
BAAI/bge-m3,german,kyrgyz,0.922,0.9465532384130696
BAAI/bge-m3,german,lingala,0.674,0.7511049898634232
BAAI/bge-m3,german,lithuanian,0.93,0.9496721595077351
BAAI/bge-m3,german,macedonian,0.943,0.9603016561586956
BAAI/bge-m3,german,malayalam,0.957,0.9735230876548412
BAAI/bge-m3,german,moore,0.051,0.09388869602352909
BAAI/bge-m3,german,oromo,0.631,0.708559884258806
BAAI/bge-m3,german,pashto,0.884,0.916705858831939
BAAI/bge-m3,german,persian,0.955,0.9719308482438278
BAAI/bge-m3,german,portuguese,0.959,0.9713044127441187
BAAI/bge-m3,german,romanian,0.957,0.9721046564481527
BAAI/bge-m3,german,serbian,0.951,0.9666554785513066
BAAI/bge-m3,german,spanish,0.932,0.9532940889571822
BAAI/bge-m3,german,tagalog,0.887,0.9189673649322856
BAAI/bge-m3,german,tajik,0.802,0.8558471510253248
BAAI/bge-m3,german,tamil,0.944,0.9639666035353536
BAAI/bge-m3,german,turkish,0.947,0.9661630908307379
BAAI/bge-m3,german,urdu,0.947,0.964292741980242
BAAI/bge-m3,german,uyghur,0.877,0.911684203258591
BAAI/bge-m3,german,uzbek,0.874,0.9133340018674416
BAAI/bge-m3,german,vietnamese,0.942,0.9633849662617479
BAAI/bge-m3,german,yoruba,0.439,0.5354369965640228
BAAI/bge-m3,gujarati,albanian,0.914,0.9436573874874996
BAAI/bge-m3,gujarati,asante,0.298,0.3871884886927667
BAAI/bge-m3,gujarati,assamese,0.904,0.9341413870708211
BAAI/bge-m3,gujarati,azeri,0.928,0.9513947513600066
BAAI/bge-m3,gujarati,bosnian-mihanovich,0.911,0.9398411224507156
BAAI/bge-m3,gujarati,bosnian-rwwad,0.906,0.9368911261965533
BAAI/bge-m3,gujarati,chinese,0.823,0.8731312787357485
BAAI/bge-m3,gujarati,croatian,0.906,0.9364633299929234
BAAI/bge-m3,gujarati,dutch,0.914,0.9404024369761953
BAAI/bge-m3,gujarati,english,0.932,0.9509473688685305
BAAI/bge-m3,gujarati,french,0.964,0.9765079292929294
BAAI/bge-m3,gujarati,german,0.901,0.9329159570321474
BAAI/bge-m3,gujarati,hausa,0.76,0.8126558647319496
BAAI/bge-m3,gujarati,indonesian,0.933,0.9561012582977438
BAAI/bge-m3,gujarati,japanese,0.895,0.9273269013757713
BAAI/bge-m3,gujarati,kannada,0.95,0.9663774853404334
BAAI/bge-m3,gujarati,khmer,0.894,0.926019025328546
BAAI/bge-m3,gujarati,kurdish,0.349,0.4474218406987442
BAAI/bge-m3,gujarati,kyrgyz,0.906,0.9341550855992216
BAAI/bge-m3,gujarati,lingala,0.591,0.6816601575085287
BAAI/bge-m3,gujarati,lithuanian,0.964,0.9772086996336997
BAAI/bge-m3,gujarati,macedonian,0.975,0.9843039511213424
BAAI/bge-m3,gujarati,malayalam,0.936,0.9574374121353899
BAAI/bge-m3,gujarati,moore,0.04,0.07522505167886698
BAAI/bge-m3,gujarati,oromo,0.577,0.6592865783143873
BAAI/bge-m3,gujarati,pashto,0.872,0.907787924793967
BAAI/bge-m3,gujarati,persian,0.925,0.9499880654296451
BAAI/bge-m3,gujarati,portuguese,0.878,0.9125556598778619
BAAI/bge-m3,gujarati,romanian,0.902,0.933474953455883
BAAI/bge-m3,gujarati,serbian,0.918,0.9433936553846636
BAAI/bge-m3,gujarati,spanish,0.878,0.9172733436994011
BAAI/bge-m3,gujarati,tagalog,0.814,0.8605408123247467
BAAI/bge-m3,gujarati,tajik,0.762,0.8278717767930687
BAAI/bge-m3,gujarati,tamil,0.922,0.949028538748833
BAAI/bge-m3,gujarati,turkish,0.919,0.9453537258994331
BAAI/bge-m3,gujarati,urdu,0.962,0.9744275526370647
BAAI/bge-m3,gujarati,uyghur,0.929,0.9498203240546219
BAAI/bge-m3,gujarati,uzbek,0.861,0.9004754184092458
BAAI/bge-m3,gujarati,vietnamese,0.892,0.9271198010273028
BAAI/bge-m3,gujarati,yoruba,0.357,0.4579220369294521
BAAI/bge-m3,hausa,albanian,0.807,0.8564061129765241
BAAI/bge-m3,hausa,asante,0.345,0.44484057931186877
BAAI/bge-m3,hausa,assamese,0.78,0.8356731218343434
BAAI/bge-m3,hausa,azeri,0.82,0.8644374598307953
BAAI/bge-m3,hausa,bosnian-mihanovich,0.815,0.8619371488422698
BAAI/bge-m3,hausa,bosnian-rwwad,0.814,0.8585644813961351
BAAI/bge-m3,hausa,chinese,0.607,0.7022765780972763
BAAI/bge-m3,hausa,croatian,0.816,0.8607616329880139
BAAI/bge-m3,hausa,dutch,0.815,0.863352809684184
BAAI/bge-m3,hausa,english,0.817,0.8650156428726054
BAAI/bge-m3,hausa,french,0.703,0.7709080083274373
BAAI/bge-m3,hausa,german,0.82,0.8659310446677355
BAAI/bge-m3,hausa,gujarati,0.77,0.8238256405505779
BAAI/bge-m3,hausa,indonesian,0.844,0.8824684044790327
BAAI/bge-m3,hausa,japanese,0.747,0.8146907178190695
BAAI/bge-m3,hausa,kannada,0.81,0.8591539670368739
BAAI/bge-m3,hausa,khmer,0.769,0.8216466549543456
BAAI/bge-m3,hausa,kurdish,0.315,0.4035736332018846
BAAI/bge-m3,hausa,kyrgyz,0.753,0.818558168537356
BAAI/bge-m3,hausa,lingala,0.604,0.6905102361508926
BAAI/bge-m3,hausa,lithuanian,0.797,0.8462964744108565
BAAI/bge-m3,hausa,macedonian,0.782,0.8360857922868741
BAAI/bge-m3,hausa,malayalam,0.836,0.8769766381991216
BAAI/bge-m3,hausa,moore,0.067,0.12470137661319818
BAAI/bge-m3,hausa,oromo,0.629,0.7055271106002199
BAAI/bge-m3,hausa,pashto,0.749,0.8067516877549092
BAAI/bge-m3,hausa,persian,0.824,0.86930038306851
BAAI/bge-m3,hausa,portuguese,0.809,0.861304137874672
BAAI/bge-m3,hausa,romanian,0.814,0.862607906786352
BAAI/bge-m3,hausa,serbian,0.819,0.8635078872462627
BAAI/bge-m3,hausa,spanish,0.736,0.8011110112830745
BAAI/bge-m3,hausa,tagalog,0.787,0.8409622113484181
BAAI/bge-m3,hausa,tajik,0.712,0.7776151864022559
BAAI/bge-m3,hausa,tamil,0.826,0.8732697234163462
BAAI/bge-m3,hausa,turkish,0.823,0.8671891675625152
BAAI/bge-m3,hausa,urdu,0.813,0.8615012266413501
BAAI/bge-m3,hausa,uyghur,0.769,0.8231111632652136
BAAI/bge-m3,hausa,uzbek,0.811,0.856939080843636
BAAI/bge-m3,hausa,vietnamese,0.754,0.8165608467281193
BAAI/bge-m3,hausa,yoruba,0.418,0.52357878967108
BAAI/bge-m3,indonesian,albanian,0.952,0.9681215390720858
BAAI/bge-m3,indonesian,asante,0.376,0.46684330266959123
BAAI/bge-m3,indonesian,assamese,0.917,0.9437068676747529
BAAI/bge-m3,indonesian,azeri,0.96,0.9720649245663178
BAAI/bge-m3,indonesian,bosnian-mihanovich,0.948,0.966730683129151
BAAI/bge-m3,indonesian,bosnian-rwwad,0.942,0.9618358637032441
BAAI/bge-m3,indonesian,chinese,0.9,0.9341333936980968
BAAI/bge-m3,indonesian,croatian,0.945,0.9646414945099299
BAAI/bge-m3,indonesian,dutch,0.951,0.9690453417276328
BAAI/bge-m3,indonesian,english,0.962,0.9752790999278499
BAAI/bge-m3,indonesian,french,0.899,0.9302218968570694
BAAI/bge-m3,indonesian,german,0.957,0.9710085903529174
BAAI/bge-m3,indonesian,gujarati,0.923,0.9503019360218838
BAAI/bge-m3,indonesian,hausa,0.819,0.8652287569494258
BAAI/bge-m3,indonesian,japanese,0.935,0.9588167027417027
BAAI/bge-m3,indonesian,kannada,0.953,0.9710173907261369
BAAI/bge-m3,indonesian,khmer,0.948,0.9659307983662501
BAAI/bge-m3,indonesian,kurdish,0.374,0.4678962554257537
BAAI/bge-m3,indonesian,kyrgyz,0.93,0.9535445687247956
BAAI/bge-m3,indonesian,lingala,0.666,0.7400751335329236
BAAI/bge-m3,indonesian,lithuanian,0.939,0.9568488241174686
BAAI/bge-m3,indonesian,macedonian,0.94,0.961567013824026
BAAI/bge-m3,indonesian,malayalam,0.952,0.9701887731481481
BAAI/bge-m3,indonesian,moore,0.057,0.09922138747812125
BAAI/bge-m3,indonesian,oromo,0.642,0.7213743643428595
BAAI/bge-m3,indonesian,pashto,0.865,0.9022399804545803
BAAI/bge-m3,indonesian,persian,0.965,0.9793239028944911
BAAI/bge-m3,indonesian,portuguese,0.947,0.9637353311278546
BAAI/bge-m3,indonesian,romanian,0.953,0.9674827231512778
BAAI/bge-m3,indonesian,serbian,0.957,0.9714123700293896
BAAI/bge-m3,indonesian,spanish,0.939,0.9595806540947872
BAAI/bge-m3,indonesian,tagalog,0.887,0.9225036774958736
BAAI/bge-m3,indonesian,tajik,0.814,0.8670646540529936
BAAI/bge-m3,indonesian,tamil,0.953,0.9699971528471528
BAAI/bge-m3,indonesian,turkish,0.952,0.9699585180623974
BAAI/bge-m3,indonesian,urdu,0.953,0.968110365924266
BAAI/bge-m3,indonesian,uyghur,0.908,0.9319654097200892
BAAI/bge-m3,indonesian,uzbek,0.865,0.9048014631981682
BAAI/bge-m3,indonesian,vietnamese,0.946,0.9653497957108252
BAAI/bge-m3,indonesian,yoruba,0.43,0.5432308956300896
BAAI/bge-m3,japanese,albanian,0.921,0.9445523189443429
BAAI/bge-m3,japanese,asante,0.257,0.3446119619108343
BAAI/bge-m3,japanese,assamese,0.855,0.8952037189333251
BAAI/bge-m3,japanese,azeri,0.925,0.950001267320899
BAAI/bge-m3,japanese,bosnian-mihanovich,0.91,0.9390036363647215
BAAI/bge-m3,japanese,bosnian-rwwad,0.904,0.9349709350535002
BAAI/bge-m3,japanese,chinese,0.869,0.90927892126877
BAAI/bge-m3,japanese,croatian,0.902,0.9342233650951539
BAAI/bge-m3,japanese,dutch,0.936,0.9563507687823289
BAAI/bge-m3,japanese,english,0.943,0.9610587699558321
BAAI/bge-m3,japanese,french,0.867,0.9037240063156223
BAAI/bge-m3,japanese,german,0.925,0.9478745838024675
BAAI/bge-m3,japanese,gujarati,0.879,0.9176053013457742
BAAI/bge-m3,japanese,hausa,0.729,0.7889699178746571
BAAI/bge-m3,japanese,indonesian,0.943,0.9630128131454002
BAAI/bge-m3,japanese,kannada,0.914,0.9462726063570281
BAAI/bge-m3,japanese,khmer,0.916,0.9414858888513079
BAAI/bge-m3,japanese,kurdish,0.269,0.3581365598248437
BAAI/bge-m3,japanese,kyrgyz,0.885,0.9211481214324336
BAAI/bge-m3,japanese,lingala,0.54,0.6262517253331473
BAAI/bge-m3,japanese,lithuanian,0.905,0.9346832843564932
BAAI/bge-m3,japanese,macedonian,0.906,0.9319098845127926
BAAI/bge-m3,japanese,malayalam,0.917,0.9443603881906056
BAAI/bge-m3,japanese,moore,0.036,0.07014888657851943
BAAI/bge-m3,japanese,oromo,0.498,0.590473076652521
BAAI/bge-m3,japanese,pashto,0.795,0.851007259734532
BAAI/bge-m3,japanese,persian,0.951,0.9687136904761904
BAAI/bge-m3,japanese,portuguese,0.911,0.9397858451415314
BAAI/bge-m3,japanese,romanian,0.919,0.9418736795967151
BAAI/bge-m3,japanese,serbian,0.919,0.942924157087033
BAAI/bge-m3,japanese,spanish,0.925,0.9518732338306379
BAAI/bge-m3,japanese,tagalog,0.802,0.8564855906792375
BAAI/bge-m3,japanese,tajik,0.713,0.7778023695232478
BAAI/bge-m3,japanese,tamil,0.939,0.9609306799194958
BAAI/bge-m3,japanese,turkish,0.916,0.9444115244076544
BAAI/bge-m3,japanese,urdu,0.915,0.9417846996828608
BAAI/bge-m3,japanese,uyghur,0.875,0.9086138243467828
BAAI/bge-m3,japanese,uzbek,0.826,0.8719221430308448
BAAI/bge-m3,japanese,vietnamese,0.923,0.9489742611203641
BAAI/bge-m3,japanese,yoruba,0.342,0.43462470972836525
BAAI/bge-m3,kannada,albanian,0.94,0.9586118337065054
BAAI/bge-m3,kannada,asante,0.339,0.4325326950034367
BAAI/bge-m3,kannada,assamese,0.922,0.9485246540796743
BAAI/bge-m3,kannada,azeri,0.951,0.9697482064536341
BAAI/bge-m3,kannada,bosnian-mihanovich,0.937,0.9569417485757208
BAAI/bge-m3,kannada,bosnian-rwwad,0.927,0.9505995714173017
BAAI/bge-m3,kannada,chinese,0.88,0.9163269155951567
BAAI/bge-m3,kannada,croatian,0.931,0.9520857357149891
BAAI/bge-m3,kannada,dutch,0.938,0.9594555411557971
BAAI/bge-m3,kannada,english,0.955,0.9712300275583771
BAAI/bge-m3,kannada,french,0.878,0.9147162654535768
BAAI/bge-m3,kannada,german,0.935,0.956593443341551
BAAI/bge-m3,kannada,gujarati,0.945,0.9640717220980379
BAAI/bge-m3,kannada,hausa,0.793,0.8423072314562349
BAAI/bge-m3,kannada,indonesian,0.962,0.9755034674475851
BAAI/bge-m3,kannada,japanese,0.927,0.9534334769310663
BAAI/bge-m3,kannada,khmer,0.926,0.9513839135938994
BAAI/bge-m3,kannada,kurdish,0.354,0.450807456896975
BAAI/bge-m3,kannada,kyrgyz,0.923,0.949349548533477
BAAI/bge-m3,kannada,lingala,0.645,0.7194774637918618
BAAI/bge-m3,kannada,lithuanian,0.914,0.9412065675356209
BAAI/bge-m3,kannada,macedonian,0.928,0.9503865258202782
BAAI/bge-m3,kannada,malayalam,0.968,0.9805186868686869
BAAI/bge-m3,kannada,moore,0.048,0.08973487336056558
BAAI/bge-m3,kannada,oromo,0.639,0.7231828594571046
BAAI/bge-m3,kannada,pashto,0.861,0.9036186597482976
BAAI/bge-m3,kannada,persian,0.949,0.9679235909822866
BAAI/bge-m3,kannada,portuguese,0.935,0.9582757307840928
BAAI/bge-m3,kannada,romanian,0.936,0.9576959631611641
BAAI/bge-m3,kannada,serbian,0.937,0.9585334880531311
BAAI/bge-m3,kannada,spanish,0.915,0.9428155477982616
BAAI/bge-m3,kannada,tagalog,0.862,0.9021492046584428
BAAI/bge-m3,kannada,tajik,0.766,0.8277721096616313
BAAI/bge-m3,kannada,tamil,0.957,0.9721894246322297
BAAI/bge-m3,kannada,turkish,0.95,0.9691756629941558
BAAI/bge-m3,kannada,urdu,0.963,0.9771756528417818
BAAI/bge-m3,kannada,uyghur,0.891,0.9228240154696082
BAAI/bge-m3,kannada,uzbek,0.879,0.9164298168163144
BAAI/bge-m3,kannada,vietnamese,0.942,0.9635197073415912
BAAI/bge-m3,kannada,yoruba,0.404,0.5027636540058154
BAAI/bge-m3,khmer,albanian,0.909,0.9394678404061201
BAAI/bge-m3,khmer,asante,0.296,0.39517721566017894
BAAI/bge-m3,khmer,assamese,0.895,0.9257498732871677
BAAI/bge-m3,khmer,azeri,0.927,0.9521646725641711
BAAI/bge-m3,khmer,bosnian-mihanovich,0.914,0.9427145215396698
BAAI/bge-m3,khmer,bosnian-rwwad,0.908,0.938142853356582
BAAI/bge-m3,khmer,chinese,0.88,0.9178702790687862
BAAI/bge-m3,khmer,croatian,0.908,0.9385490984337544
BAAI/bge-m3,khmer,dutch,0.928,0.9539598310434674
BAAI/bge-m3,khmer,english,0.936,0.9573650069655469
BAAI/bge-m3,khmer,french,0.87,0.908646557272265
BAAI/bge-m3,khmer,german,0.913,0.9401280596820568
BAAI/bge-m3,khmer,gujarati,0.894,0.9279854544283209
BAAI/bge-m3,khmer,hausa,0.788,0.8335686446154604
BAAI/bge-m3,khmer,indonesian,0.954,0.969523431374158
BAAI/bge-m3,khmer,japanese,0.916,0.945723123990115
BAAI/bge-m3,khmer,kannada,0.918,0.946710118317371
BAAI/bge-m3,khmer,kurdish,0.359,0.45211833266146734
BAAI/bge-m3,khmer,kyrgyz,0.893,0.9273310218536962
BAAI/bge-m3,khmer,lingala,0.618,0.7067139530611762
BAAI/bge-m3,khmer,lithuanian,0.902,0.9360952085190015
BAAI/bge-m3,khmer,macedonian,0.904,0.9370932428602395
BAAI/bge-m3,khmer,malayalam,0.935,0.9552220481446655
BAAI/bge-m3,khmer,moore,0.039,0.08065018428528913
BAAI/bge-m3,khmer,oromo,0.602,0.6846486496802353
BAAI/bge-m3,khmer,pashto,0.831,0.8768421823842559
BAAI/bge-m3,khmer,persian,0.936,0.959610329701073
BAAI/bge-m3,khmer,portuguese,0.901,0.9339428932002256
BAAI/bge-m3,khmer,romanian,0.918,0.9449697118449014
BAAI/bge-m3,khmer,serbian,0.934,0.954888866201265
BAAI/bge-m3,khmer,spanish,0.905,0.9353439567900634
BAAI/bge-m3,khmer,tagalog,0.854,0.89731207208597
BAAI/bge-m3,khmer,tajik,0.753,0.820986263389375
BAAI/bge-m3,khmer,tamil,0.929,0.9545773514214618
BAAI/bge-m3,khmer,turkish,0.917,0.9458141569135471
BAAI/bge-m3,khmer,urdu,0.918,0.9447423708034378
BAAI/bge-m3,khmer,uyghur,0.875,0.9077161128702415
BAAI/bge-m3,khmer,uzbek,0.842,0.8830228798280172
BAAI/bge-m3,khmer,vietnamese,0.928,0.9536027235367328
BAAI/bge-m3,khmer,yoruba,0.393,0.4945493623201197
BAAI/bge-m3,kurdish,albanian,0.411,0.5129950470385328
BAAI/bge-m3,kurdish,asante,0.136,0.21687581529118952
BAAI/bge-m3,kurdish,assamese,0.414,0.5198721025864078
BAAI/bge-m3,kurdish,azeri,0.403,0.5151088941424992
BAAI/bge-m3,kurdish,bosnian-mihanovich,0.406,0.5106448103212602
